,movieId,title,genres,weighted average
104,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action Drama Romance,2.754048079579994
105,316,Stargate (1994),Action Adventure Sci-Fi,2.7513297872340425
106,10,GoldenEye (1995),Action Adventure Thriller,2.751145574283872
107,6,Heat (1995),Action Crime Thriller,2.74811520352822
108,1968,The Breakfast Club (1985),Comedy Drama,2.748043144955214
109,2918,Ferris Bueller's Day Off (1986),Comedy,2.747992247845849
110,344,Ace Ventura: Pet Detective (1994),Comedy,2.743590590722876
111,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy Drama Romance War,2.742556645482177
112,733,The Rock (1996),Action Adventure Thriller,2.7397008214222915
113,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure Animation Fantasy,2.738680431820564
114,68157,Inglourious Basterds (2009),Action Drama War,2.736874827300359
115,5445,Minority Report (2002),Action Crime Mystery Sci-Fi Thriller,2.730604103343465
116,2997,Being John Malkovich (1999),Comedy Drama Fantasy,2.729552362531086
117,223,Clerks (1994),Comedy,2.7181581716156185
118,44191,V for Vendetta (2006),Action Sci-Fi Thriller IMAX,2.7023784194528875
119,5349,Spider-Man (2002),Action Adventure Sci-Fi Thriller,2.697543475011212
120,1259,Stand by Me (1986),Adventure Drama,2.6942366144493803
121,1387,Jaws (1975),Action Horror,2.6942366144493803
122,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure Children Fantasy,2.6939110303099167
123,3949,Requiem for a Dream (2000),Drama,2.690420782674772
124,48780,The Prestige (2006),Drama Mystery Sci-Fi Thriller,2.6866683552853767
125,1225,Amadeus (1984),Drama,2.669612861942089
126,3114,Toy Story 2 (1999),Adventure Animation Children Comedy Fantasy,2.6674944380033216
127,8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure Fantasy IMAX,2.6636761774030133
128,1219,Psycho (1960),Crime Horror,2.648771377302523
129,6016,City of God (Cidade de Deus) (2002),Action Adventure Crime Drama Thriller,2.643242147922999
130,2115,Indiana Jones and the Temple of Doom (1984),Action Adventure Fantasy,2.640113137453563
131,1080,Monty Python's Life of Brian (1979),Comedy,2.639774939380485
132,919,The Wizard of Oz (1939),Adventure Children Fantasy Musical,2.6393055372010044
133,349,Clear and Present Danger (1994),Action Crime Drama Thriller,2.6381389886709035
134,1923,There's Something About Mary (1998),Comedy Romance,2.63596757852077
135,1246,Dead Poets Society (1989),Drama,2.633146603520181
136,1961,Rain Man (1988),Drama,2.633129116008105
137,1247,The Graduate (1967),Comedy Drama Romance,2.6319495209880346
138,1356,Star Trek: First Contact (1996),Action Adventure Sci-Fi Thriller,2.6310498012625674
139,1653,Gattaca (1997),Drama Sci-Fi Thriller,2.630239626775995
140,59315,Iron Man (2008),Action Adventure Sci-Fi,2.626519756838906
141,1201,"The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il) (1966)",Action Adventure Western,2.620029128672745
142,1610,The Hunt for Red October (1990),Action Adventure Thriller,2.62000168861871
143,4027,"O Brother, Where Art Thou? (2000)",Adventure Comedy Crime,2.6185410334346506
144,2628,Star Wars: Episode I - The Phantom Menace (1999),Action Adventure Sci-Fi,2.617401215805472
145,4022,Cast Away (2000),Drama,2.609878419452888
146,161,Crimson Tide (1995),Drama Thriller War,2.600635937085018
147,736,Twister (1996),Action Adventure Romance Thriller,2.5952195616181086
148,587,Ghost (1990),Comedy Drama Fantasy Romance Thriller,2.591251486718647
149,2791,Airplane! (1980),Comedy,2.589255144464242
150,8874,Shaun of the Dead (2004),Comedy Horror,2.588353136225477
151,49272,Casino Royale (2006),Action Adventure Thriller,2.5877237419790613
152,2396,Shakespeare in Love (1998),Comedy Drama Romance,2.5876751024183955
153,16,Casino (1995),Crime Drama,2.586514938097709
154,6711,Lost in Translation (2003),Comedy Drama Romance,2.579201922287029
155,1784,As Good as It Gets (1997),Comedy Drama Romance,2.578441616008105
156,1307,When Harry Met Sally... (1989),Comedy Romance,2.5753084212408366
157,91529,The Dark Knight Rises (2012),Action Adventure Crime IMAX,2.574218125099984
158,5816,Harry Potter and the Chamber of Secrets (2002),Adventure Fantasy,2.5740955956850824
159,2692,Run Lola Run (Lola rennt) (1998),Action Crime,2.569908814589666
160,1276,Cool Hand Luke (1967),Drama,2.5690956113688475
161,32587,Sin City (2005),Action Crime Film-Noir Mystery Thriller,2.566869300911854
162,3897,Almost Famous (2000),Drama,2.564434027904933
163,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama Horror,2.557625275368785
164,1252,Chinatown (1974),Crime Film-Noir Mystery Thriller,2.554260470867034
165,2,Jumanji (1995),Adventure Children Fantasy,2.551775352307267
166,2797,Big (1988),Comedy Drama Fantasy Romance,2.551379471592237
167,109487,Interstellar (2014),Sci-Fi IMAX,2.5512865886663616
168,923,Citizen Kane (1941),Drama Mystery,2.546055239857276
169,1220,The Blues Brothers (1980),Action Comedy Musical,2.5430597771023304
170,357,Four Weddings and a Funeral (1994),Comedy Romance,2.542383509900552
171,539,Sleepless in Seattle (1993),Comedy Drama Romance,2.5413201812238344
172,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure Comedy,2.5407134858422653
173,72998,Avatar (2009),Action Adventure Sci-Fi IMAX,2.5386284586218784
174,1199,Brazil (1985),Fantasy Sci-Fi,2.537311318324661
175,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy Crime Thriller,2.535237944018509
176,454,The Firm (1993),Drama Thriller,2.534803936320684
177,1517,Austin Powers: International Man of Mystery (1997),Action Adventure Comedy,2.527378419452888
178,46578,Little Miss Sunshine (2006),Adventure Comedy Drama,2.526664824537165
179,908,North by Northwest (1959),Action Adventure Mystery Romance Thriller,2.5252359622460405
180,2987,Who Framed Roger Rabbit? (1988),Adventure Animation Children Comedy Crime Fantasy Mystery,2.523164541096105
181,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama Fantasy Thriller,2.5229089271642464
182,1278,Young Frankenstein (1974),Comedy Fantasy,2.520692921016696
183,74458,Shutter Island (2010),Drama Mystery Thriller,2.5203125708841814
184,2683,Austin Powers: The Spy Who Shagged Me (1999),Action Adventure Comedy,2.518626441257002
185,329,Star Trek: Generations (1994),Adventure Drama Sci-Fi,2.517427952268378
186,99114,Django Unchained (2012),Action Drama Western,2.511344663727044
187,1288,This Is Spinal Tap (1984),Comedy,2.509095514414664
188,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation Comedy Musical,2.5084286514157736
189,1203,12 Angry Men (1957),Drama,2.5076921025969177
190,8636,Spider-Man 2 (2004),Action Adventure Sci-Fi IMAX,2.5022026855449964
191,1207,To Kill a Mockingbird (1962),Drama,2.5010743108688818
192,1079,"Fish Called Wanda, A (1988)",Comedy Crime,2.500781283445353
193,153,Batman Forever (1995),Action Adventure Comedy Crime,2.499062631730748
194,2916,Total Recall (1990),Action Adventure Sci-Fi Thriller,2.4953975545730867
195,1204,Lawrence of Arabia (1962),Adventure Drama War,2.4919452887537994
196,5218,Ice Age (2002),Adventure Animation Children Comedy,2.490014303593778
197,8360,Shrek 2 (2004),Adventure Animation Children Comedy Musical Romance,2.4871316241575263
198,551,The Nightmare Before Christmas (1993),Animation Children Fantasy Musical,2.483568650521293
199,1028,Mary Poppins (1964),Children Comedy Fantasy Musical,2.4831756496425363
200,4034,Traffic (2000),Crime Drama Thriller,2.481914893617021
201,50872,Ratatouille (2007),Animation Children Drama,2.4811402397838567
202,292,Outbreak (1995),Action Drama Sci-Fi Thriller,2.4803484907761293
203,339,While You Were Sleeping (1995),Comedy Romance,2.47937472861485
204,4262,Scarface (1983),Action Crime Drama,2.475536451481196
205,1234,The Sting (1973),Comedy Crime,2.474603438449848
206,112852,Guardians of the Galaxy (2014),Action Adventure Sci-Fi,2.473751996290763
207,78499,Toy Story 3 (2010),Adventure Animation Children Comedy Fantasy IMAX,2.472478585244543
208,2706,American Pie (1999),Comedy Romance,2.4719951603859887
209,104,Happy Gilmore (1996),Comedy,2.471976604955328
210,1090,Platoon (1986),Drama War,2.470786896318811
211,903,Vertigo (1958),Drama Mystery Romance Thriller,2.468427051671733
212,337,What's Eating Gilbert Grape (1993),Drama,2.4682232660956065
213,54286,The Bourne Ultimatum (2007),Action Crime Thriller,2.4642669518556044
214,51255,Hot Fuzz (2007),Action Comedy Crime Mystery,2.4635258358662613
215,8665,The Bourne Supremacy (2004),Action Crime Thriller,2.463242147922999
216,2194,The Untouchables (1987),Action Crime Drama,2.463151741875146
217,81845,The King's Speech (2010),Drama,2.462281207420606
218,62,Mr. Holland's Opus (1995),Drama,2.46102773556231
219,89745,The Avengers (2012),Action Adventure Sci-Fi IMAX,2.4590987181181445
220,48774,Children of Men (2006),Action Adventure Drama Sci-Fi Thriller,2.458978438449848
221,2019,Seven Samurai (Shichinin no samurai) (1954),Action Adventure Drama,2.458491641337386
222,953,It's a Wonderful Life (1946),Children Drama Fantasy Romance,2.45797086259302
223,2291,Edward Scissorhands (1990),Drama Fantasy Romance,2.45790273556231
224,2355,"Bug's Life, A (1998)",Adventure Animation Children Comedy,2.4572403198097
225,1035,The Sound of Music (1965),Musical Romance,2.455072188449848
226,1584,Contact (1997),Drama Sci-Fi,2.44931981614649
227,51662,300 (2007),Action Fantasy War IMAX,2.44852773556231
228,40815,Harry Potter and the Goblet of Fire (2005),Adventure Fantasy Thriller IMAX,2.4479643820369024
229,63082,Slumdog Millionaire (2008),Crime Drama Romance,2.444443255276339
230,1148,Wallace & Gromit: The Wrong Trousers (1993),Animation Children Comedy Crime,2.44338905775076
231,1393,Jerry Maguire (1996),Drama Romance,2.4429554800643665
232,1304,Butch Cassidy and the Sundance Kid (1969),Action Western,2.4428988136091774
233,7147,Big Fish (2003),Drama Fantasy Romance,2.440982776089159
234,6333,X2: X-Men United (2003),Action Adventure Sci-Fi Thriller,2.4393497040473524
235,3671,Blazing Saddles (1974),Comedy Western,2.4388665555446614
236,3275,The Boondock Saints (2000),Action Crime Drama Thriller,2.437212836643812
237,39,Clueless (1995),Comedy Romance,2.4369081716156185
238,1394,Raising Arizona (1987),Comedy,2.4364191384550886
239,1625,The Game (1997),Drama Mystery Thriller,2.435755733628074
240,55820,No Country for Old Men (2007),Crime Drama,2.435540938449848
241,6502,28 Days Later (2002),Action Horror Sci-Fi,2.427798448799916
242,2174,Beetlejuice (1988),Comedy Fantasy,2.427753097965864
243,36,Dead Man Walking (1995),Crime Drama,2.427028988794629
244,21,Get Shorty (1995),Comedy Crime Thriller,2.4234828045490246
245,3052,Dogma (1999),Adventure Comedy Fantasy,2.4230887614943635
246,7143,The Last Samurai (2003),Action Adventure Drama War,2.422737523286597
247,913,The Maltese Falcon (1941),Film-Noir Mystery,2.419573777286544
248,2011,Back to the Future Part II (1989),Adventure Comedy Sci-Fi,2.413967788142403
249,1233,"The Boot, Das (Boat) (1981)",Action Drama War,2.410201367781155
250,1215,Army of Darkness (1993),Action Adventure Comedy Fantasy Horror,2.4071458370582275
251,2000,Lethal Weapon (1987),Action Comedy Crime Drama,2.406575481256332
252,6365,The Matrix Reloaded (2003),Action Adventure Sci-Fi Thriller IMAX,2.406566616008105
253,2804,"Christmas Story, A (1983)",Children Comedy,2.4042967670627244
254,5995,The Pianist (2002),Drama War,2.4038918990352847
255,3481,High Fidelity (2000),Comedy Drama Romance,2.403242147922999
256,1250,The Bridge on the River Kwai (1957),Adventure Drama War,2.4030563998649104
257,553,Tombstone (1993),Action Drama Western,2.4016132803366848
258,141,The Birdcage (1996),Comedy,2.400588463985297
259,1954,Rocky (1976),Drama,2.400384688449848
260,3948,Meet the Parents (2000),Comedy,2.4002805704933365
261,1228,Raging Bull (1980),Drama,2.397701367781155
262,1266,Unforgiven (1992),Drama Western,2.397500844309355
263,17,Sense and Sensibility (1995),Drama Romance,2.397178242525972
264,1242,Glory (1989),Drama War,2.3969160056342207
265,899,Singin' in the Rain (1952),Comedy Musical Romance,2.3943768996960486
266,555,True Romance (1993),Crime Thriller,2.3939209726443766
267,594,Snow White and the Seven Dwarfs (1937),Animation Children Drama Fantasy Musical,2.393547941420282
268,69122,The Hangover (2009),Comedy Crime,2.393297072468405
269,57669,In Bruges (2008),Comedy Crime Drama Thriller,2.3908184446586107
270,1262,The Great Escape (1963),Action Adventure Drama War,2.390701208736835
271,25,Leaving Las Vegas (1995),Drama Romance,2.3900075987841944
272,116797,The Imitation Game (2014),Drama Thriller War,2.389939209726444
273,1104,"Streetcar Named Desire, A (1951)",Drama,2.389475683890577
274,910,Some Like It Hot (1959),Comedy Crime,2.3849392097264435
275,69844,Harry Potter and the Half-Blood Prince (2009),Adventure Fantasy Mystery Romance IMAX,2.384695000524054
276,70286,District 9 (2009),Mystery Sci-Fi Thriller,2.382382511105915
277,68358,Star Trek (2009),Action Adventure Sci-Fi IMAX,2.380531657307712
278,586,Home Alone (1990),Children Comedy,2.379303794151556
279,1041,Secrets & Lies (1996),Drama,2.379041171594363
280,56367,Juno (2007),Comedy Drama Romance,2.3785363572597613
281,474,In the Line of Fire (1993),Action Thriller,2.378343465045593
282,80463,The Social Network (2010),Drama,2.376113155228497
283,1230,Annie Hall (1977),Comedy Romance,2.3760743108688818
284,898,The Philadelphia Story (1940),Comedy Drama Romance,2.375537155434441
285,300,Quiz Show (1994),Drama,2.374760779016098
286,76093,How to Train Your Dragon (2010),Adventure Animation Children Fantasy IMAX,2.3744336755175777
287,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama Film-Noir Romance,2.371833839918946
288,54001,Harry Potter and the Order of the Phoenix (2007),Adventure Drama Fantasy IMAX,2.3717639660412955
289,235,Ed Wood (1994),Comedy Drama,2.3712006079027352
290,185,The Net (1995),Action Crime Thriller,2.37115311550152
291,106782,The Wolf of Wall Street (2013),Comedy Crime Drama,2.3686676798378925
292,3751,Chicken Run (2000),Animation Children Comedy,2.3683461928142777
293,11,The American President (1995),Comedy Drama Romance,2.367629179331307
294,73017,Sherlock Holmes (2009),Action Crime Mystery Thriller,2.367453621213709
295,246,Hoop Dreams (1994),Documentary,2.3669164657792683
296,134130,The Martian (2015),Adventure Drama Sci-Fi,2.364741641337386
297,1178,Paths of Glory (1957),Drama War,2.36201874366768
298,3175,Galaxy Quest (1999),Adventure Comedy Sci-Fi,2.359908814589666
299,4979,The Royal Tenenbaums (2001),Comedy Drama,2.358629089933846
300,3451,Guess Who's Coming to Dinner (1967),Drama,2.35631389886709
301,1374,Star Trek II: The Wrath of Khan (1982),Action Adventure Sci-Fi Thriller,2.3541891361898224
302,2012,Back to the Future Part III (1990),Adventure Comedy Sci-Fi Western,2.353352100027632
303,1267,The Manchurian Candidate (1962),Crime Thriller War,2.3529635258358663
304,81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action Adventure Fantasy IMAX,2.351823708206687
305,440,Dave (1993),Comedy Romance,2.3505339145736683
306,34405,Serenity (2005),Action Adventure Sci-Fi,2.349939209726444
307,54503,Superbad (2007),Comedy,2.34975131251727
308,3000,Princess Mononoke (Mononoke-hime) (1997),Action Adventure Animation Drama Fantasy,2.343908308004053
309,3535,American Psycho (2000),Crime Horror Mystery Thriller,2.342396064087373
310,6942,Love Actually (2003),Comedy Drama Romance,2.342396064087373
311,1235,Harold and Maude (1971),Comedy Drama Romance,2.34179915828852
312,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure Animation Fantasy Romance,2.341451367781155
313,71535,Zombieland (2009),Action Comedy Horror,2.341414807593049
314,27773,Old Boy (2003),Mystery Thriller,2.341224378458421
315,475,In the Name of the Father (1993),Drama,2.3399696048632217
316,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,2.3392410155551584
317,35836,The 40-Year-Old Virgin (2005),Comedy Romance,2.3359586790437854
318,92259,Intouchables (2011),Comedy Drama,2.3352090692516225
319,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action Adventure Drama Fantasy Mystery IMAX,2.334939209726444
320,1673,Boogie Nights (1997),Drama,2.3348141220481646
321,1884,Fear and Loathing in Las Vegas (1998),Adventure Comedy Drama,2.333239725122241
322,1217,Ran (1985),Drama War,2.3306484295846
323,208,Waterworld (1995),Action Adventure Sci-Fi,2.330381921501256
324,168252,Logan (2017),Action Sci-Fi,2.329969604863222
325,2160,Rosemary's Baby (1968),Drama Horror Thriller,2.329098594224924
326,5669,Bowling for Columbine (2002),Documentary,2.3286605177654334
327,2268,"Few Good Men, A (1992)",Crime Drama Thriller,2.327867541193409
328,2529,Planet of the Apes (1968),Action Drama Sci-Fi,2.327317629179331
329,122904,Deadpool (2016),Action Adventure Comedy Sci-Fi,2.327001013171226
330,3471,Close Encounters of the Third Kind (1977),Adventure Drama Sci-Fi,2.3267603850050658
331,3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action Drama Thriller Western,2.3265174541770284
332,33166,Crash (2004),Crime Drama,2.324939209726444
333,111759,Edge of Tomorrow (2014),Action Sci-Fi IMAX,2.322982868195634
334,3703,The Road Warrior (Mad Max 2) (1981),Action Adventure Sci-Fi Thriller,2.3227013677811548
335,2947,Goldfinger (1964),Action Adventure Thriller,2.3225468830647475
336,2076,Blue Velvet (1986),Drama Mystery Thriller,2.32237015990485
337,5902,Adaptation (2002),Comedy Drama Romance,2.32237015990485
338,64614,Gran Torino (2008),Crime Drama,2.32237015990485
339,2761,The Iron Giant (1999),Adventure Animation Children Drama Sci-Fi,2.321993609227652
340,60684,Watchmen (2009),Action Drama Mystery Sci-Fi Thriller IMAX,2.3209337668763697
341,2360,The Celebration (Festen) (1998),Drama,2.320352077001013
342,8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,2.319095611368848
343,30707,Million Dollar Baby (2004),Drama,2.3182137011924246
344,3421,Animal House (1978),Comedy,2.3178988136091774
345,2078,The Jungle Book (1967),Animation Children Comedy Musical,2.317829901932672
346,44555,The Lives of Others (Das leben der Anderen) (2006),Drama Romance Thriller,2.3171821920257463
347,5060,M*A*S*H (a.k.a. MASH) (1970),Comedy Drama War,2.3169353772961543
348,288,Natural Born Killers (1994),Action Crime Thriller,2.315935971983613
349,745,Wallace & Gromit: A Close Shave (1995),Animation Children Comedy,2.312658308004053
350,368,Maverick (1994),Adventure Comedy Western,2.3123100303951367
351,1272,Patton (1970),Drama War,2.3113659390255137
352,4848,Mulholland Drive (2001),Crime Drama Film-Noir Mystery Thriller,2.309106621371953
353,2288,The Thing (1982),Action Horror Sci-Fi Thriller,2.308611955420466
354,3552,Caddyshack (1980),Comedy,2.30859831657704
355,112552,Whiplash (2014),Drama,2.3084906414973605
356,508,Philadelphia (1993),Drama,2.308337938657088
357,33493,Star Wars: Episode III - Revenge of the Sith (2005),Action Adventure Sci-Fi,2.307448756916842
358,4246,Bridget Jones's Diary (2001),Comedy Drama Romance,2.3054594341828385
359,1641,The Full Monty (1997),Comedy Drama,2.304996200607903
360,1244,Manhattan (1979),Comedy Drama Romance,2.303790181449756
361,1997,The Exorcist (1973),Horror Mystery,2.303678958536445
362,3468,The Hustler (1961),Drama,2.303444782168186
363,951,His Girl Friday (1940),Comedy Romance,2.302811550151976
364,1249,"Femme Nikita, La (Nikita) (1990)",Action Crime Romance Thriller,2.301671732522796
365,38061,Kiss Kiss Bang Bang (2005),Comedy Crime Mystery Thriller,2.301671732522796
366,1084,Bonnie and Clyde (1967),Crime Drama,2.301671732522796
367,45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action Adventure Fantasy,2.3005846842283013
368,926,All About Eve (1950),Drama,2.296954154002026
369,1212,The Third Man (1949),Film-Noir Mystery Thriller,2.296954154002026
370,3408,Erin Brockovich (2000),Drama,2.2962006079027355
371,29,"The City of Lost Children (Cité des enfants perdus, La) (1995)",Adventure Drama Fantasy Mystery Sci-Fi,2.2953327467605185
