,Unnamed: 0,movieId,average_rating,standardized_vote_count,title,genres
58,58,858,4.2890625,2.917933130699088,The Godfather (1972),Crime Drama
59,59,924,3.8944954128440368,1.656534954407295,2001: A Space Odyssey (1968),Adventure Drama Sci-Fi
60,60,1036,3.8620689655172415,2.2036474164133737,Die Hard (1988),Action Crime Thriller
61,61,1073,3.8739495798319328,1.8085106382978724,Willy Wonka & the Chocolate Factory (1971),Children Comedy Fantasy Musical
62,62,1089,4.202290076335878,1.990881458966565,Reservoir Dogs (1992),Crime Mystery Thriller
63,63,1097,3.766393442622951,1.8541033434650456,E.T. the Extra-Terrestrial (1982),Children Drama Sci-Fi
64,64,1136,4.161764705882353,2.066869300911854,Monty Python and the Holy Grail (1975),Adventure Comedy Fantasy
65,65,1193,4.203007518796992,2.021276595744681,One Flew Over the Cuckoo's Nest (1975),Drama
66,66,1196,4.2156398104265405,3.2066869300911853,Star Wars: Episode V - The Empire Strikes Back (1980),Action Adventure Sci-Fi
67,67,1197,4.232394366197183,2.1580547112462005,The Princess Bride (1987),Action Adventure Comedy Fantasy Romance
68,68,1198,4.2075,3.0395136778115504,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action Adventure
69,69,1200,3.9642857142857135,1.9148936170212767,Aliens (1986),Action Adventure Horror Sci-Fi
70,70,1206,3.995833333333333,1.82370820668693,"Clockwork Orange, A (1971)",Crime Drama Sci-Fi Thriller
71,71,1208,4.219626168224299,1.6261398176291797,Apocalypse Now (1979),Action Drama War
72,72,1210,4.137755102040816,2.978723404255319,Star Wars: Episode VI - Return of the Jedi (1983),Action Adventure Sci-Fi
73,73,1213,4.25,1.9148936170212767,Goodfellas (1990),Crime Drama
74,74,1214,3.969178082191781,2.218844984802432,Alien (1979),Horror Sci-Fi
75,75,1221,4.25968992248062,1.9604863221884496,The Godfather: Part II (1974),Crime Drama
76,76,1222,4.098039215686274,1.5501519756838906,Full Metal Jacket (1987),Drama War
77,77,1240,3.896946564885496,1.990881458966565,The Terminator (1984),Action Sci-Fi Thriller
78,78,1258,4.08256880733945,1.656534954407295,The Shining (1980),Horror
79,79,1265,3.944055944055944,2.1732522796352582,Groundhog Day (1993),Comedy Fantasy Romance
80,80,1270,4.038011695906433,2.5987841945288754,Back to the Future (1985),Adventure Comedy Sci-Fi
81,81,1291,4.046428571428572,2.127659574468085,Indiana Jones and the Last Crusade (1989),Action Adventure
82,82,1527,3.7456896551724137,1.7629179331306992,The Fifth Element (1997),Action Adventure Comedy Sci-Fi
83,83,1580,3.487878787878788,2.507598784194529,Men in Black (a.k.a. MIB) (1997),Action Comedy Sci-Fi
84,84,1682,3.812,1.899696048632219,The Truman Show (1998),Comedy Drama Sci-Fi
85,85,1704,4.078014184397163,2.142857142857143,Good Will Hunting (1997),Drama Romance
86,86,1721,3.414285714285714,2.127659574468085,Titanic (1997),Drama Romance
87,87,1732,3.924528301886793,1.6109422492401215,The Big Lebowski (1998),Comedy Crime
88,88,1923,3.676190476190476,1.5957446808510638,There's Something About Mary (1998),Comedy Romance
89,89,1968,3.7787610619469034,1.7173252279635258,The Breakfast Club (1985),Comedy Drama
90,90,2028,4.1462765957446805,2.857142857142857,Saving Private Ryan (1998),Action Drama War
91,91,2115,3.638888888888889,1.6413373860182372,Indiana Jones and the Temple of Doom (1984),Action Adventure Fantasy
92,92,2329,4.217054263565892,1.9604863221884496,American History X (1998),Crime Drama
93,93,2571,4.192446043165468,4.224924012158055,The Matrix (1999),Action Sci-Fi Thriller
94,94,2628,3.107142857142857,2.127659574468085,Star Wars: Episode I - The Phantom Menace (1999),Action Adventure Sci-Fi
95,95,2683,3.1983471074380163,1.838905775075988,Austin Powers: The Spy Who Shagged Me (1999),Action Adventure Comedy
96,96,2706,3.378640776699029,1.5653495440729484,American Pie (1999),Comedy Romance
97,97,2716,3.775,1.82370820668693,Ghostbusters (a.k.a. Ghost Busters) (1984),Action Comedy Sci-Fi
98,98,2762,3.893854748603352,2.720364741641337,The Sixth Sense (1999),Drama Horror Mystery
99,99,2858,4.056372549019608,3.1003039513677813,American Beauty (1999),Drama Romance
100,100,2918,3.839449541284404,1.656534954407295,Ferris Bueller's Day Off (1986),Comedy
101,101,2959,4.272935779816514,3.31306990881459,Fight Club (1999),Action Crime Drama Thriller
102,102,3147,4.148648648648648,1.6869300911854104,The Green Mile (1999),Crime Drama
103,103,3578,3.9382352941176473,2.5835866261398177,Gladiator (2000),Action Adventure Drama
104,104,3793,3.699248120300752,2.021276595744681,X-Men (2000),Action Adventure Sci-Fi
105,105,3996,3.836363636363637,1.6717325227963526,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action Drama Romance
106,106,4226,4.122641509433962,2.4164133738601823,Memento (2000),Mystery Thriller
107,107,4306,3.8676470588235294,2.5835866261398177,Shrek (2001),Adventure Animation Children Comedy Fantasy Romance
108,108,4878,3.981651376146789,1.656534954407295,Donnie Darko (2001),Drama Mystery Sci-Fi Thriller
109,109,4886,3.871212121212121,2.0060790273556237,"Monsters, Inc. (2001)",Adventure Animation Children Comedy Fantasy
110,110,4896,3.7616822429906542,1.6261398176291797,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure Children Fantasy
111,111,4963,3.8445378151260505,1.8085106382978724,Ocean's Eleven (2001),Crime Thriller
112,112,4973,4.183333333333334,1.82370820668693,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy Romance
113,113,4993,4.106060606060606,3.009118541033435,The Lord of the Rings: The Fellowship of the Ring (2001),Adventure Fantasy
114,114,4995,4.0,1.8693009118541035,"Beautiful Mind, A (2001)",Drama Romance
115,115,5349,3.540983606557377,1.8541033434650456,Spider-Man (2002),Action Adventure Sci-Fi Thriller
116,116,5418,3.8169642857142856,1.702127659574468,The Bourne Identity (2002),Action Mystery Thriller
117,117,5445,3.6375,1.82370820668693,Minority Report (2002),Action Crime Mystery Sci-Fi Thriller
118,118,5816,3.5980392156862746,1.5501519756838906,Harry Potter and the Chamber of Secrets (2002),Adventure Fantasy
119,119,5952,4.0212765957446805,2.857142857142857,The Lord of the Rings: The Two Towers (2002),Adventure Fantasy
120,120,5989,3.921739130434783,1.7477203647416413,Catch Me If You Can (2002),Crime Drama
121,121,6377,3.9609929078014185,2.142857142857143,Finding Nemo (2003),Adventure Animation Children Comedy
122,122,6539,3.778523489932886,2.264437689969605,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action Adventure Comedy Fantasy
123,123,6874,3.9618320610687023,1.990881458966565,Kill Bill: Vol. 1 (2003),Action Crime Thriller
124,124,7153,4.118918918918919,2.811550151975684,The Lord of the Rings: The Return of the King (2003),Action Adventure Drama Fantasy
125,125,7361,4.1603053435114505,1.990881458966565,Eternal Sunshine of the Spotless Mind (2004),Drama Romance Sci-Fi
126,126,7438,3.868181818181818,1.6717325227963526,Kill Bill: Vol. 2 (2004),Action Drama Thriller
127,127,8961,3.836,1.899696048632219,The Incredibles (2004),Action Adventure Animation Children Comedy
128,128,33794,3.8620689655172415,1.7629179331306992,Batman Begins (2005),Action Crime IMAX
129,129,48516,4.252336448598131,1.6261398176291797,The Departed (2006),Crime Drama Thriller
130,130,58559,4.238255033557047,2.264437689969605,The Dark Knight (2008),Action Crime Drama IMAX
131,131,60069,4.057692307692308,1.580547112462006,WALL·E (2008),Adventure Animation Children Romance Sci-Fi
132,132,68954,4.004761904761905,1.5957446808510638,Up (2009),Adventure Animation Children Drama
133,133,79132,4.066433566433567,2.1732522796352582,Inception (2010),Action Crime Drama Mystery Sci-Fi Thriller IMAX
